scene,gidA,gidB,n_adj,n_diff,n_cont,min_step,median_step,same,objA,objB
n4_scene0050,13,14,2,2,0,89.1,347.2,0,baseball,flat_screwdriver
n4_scene0050,9,14,2,1,1,8.0,179.6,1,flat_screwdriver,flat_screwdriver
n4_scene0050,4,6,1,0,1,11.0,11.0,0,cups,baseball
n4_scene0050,5,14,1,1,0,351.2,351.2,1,flat_screwdriver,flat_screwdriver
n4_scene0050,4,13,1,0,1,4.5,4.5,0,cups,baseball
n4_scene0051,8,9,1,1,0,122.6,122.6,0,bowl,cups
n4_scene0051,3,8,1,1,0,125.0,125.0,0,cups,bowl
n4_scene0051,3,9,1,0,1,18.4,18.4,1,cups,cups
n4_scene0051,8,10,6,4,2,28.2,45.5,0,bowl,racquetball
n4_scene0051,4,10,2,2,0,52.1,66.6,1,racquetball,racquetball
n4_scene0051,4,6,1,1,0,109.0,109.0,0,racquetball,bowl
n4_scene0052,7,13,2,1,1,32.8,163.2,0,large_clamp,knife
n4_scene0052,4,5,4,3,1,1.1,52.4,1,pitcher_base,pitcher_base
n4_scene0053,5,22,5,4,1,2.5,85.2,0,sugar_box,power_drill
n4_scene0053,5,8,3,1,2,15.9,24.3,0,sugar_box,apple
n4_scene0053,18,22,7,3,4,5.3,39.8,1,power_drill,power_drill
n4_scene0053,8,10,2,2,0,64.5,85.3,0,apple,potted_meat_can
n4_scene0053,8,9,1,1,0,41.1,41.1,0,apple,potted_meat_can
n4_scene0053,9,10,1,1,0,44.5,44.5,1,potted_meat_can,potted_meat_can
n4_scene0053,5,18,7,7,0,48.3,159.5,0,sugar_box,power_drill
n4_scene0053,3,12,5,0,5,1.8,14.2,1,sugar_box,sugar_box
n4_scene0053,3,16,1,1,0,270.5,270.5,0,sugar_box,potted_meat_can
n4_scene0053,3,19,1,1,0,277.1,277.1,0,sugar_box,potted_meat_can
n4_scene0053,16,19,6,1,5,4.0,18.7,1,potted_meat_can,potted_meat_can
n4_scene0053,5,17,4,4,0,40.3,41.8,1,sugar_box,sugar_box
n4_scene0053,12,22,1,1,0,82.4,82.4,0,sugar_box,power_drill
n4_scene0053,1,22,1,1,0,76.2,76.2,0,sugar_box,power_drill
n4_scene0053,17,22,3,3,0,46.0,220.3,0,sugar_box,power_drill
n4_scene0053,12,18,3,3,0,74.0,95.6,0,sugar_box,power_drill
n4_scene0053,12,17,2,1,1,34.1,115.4,1,sugar_box,sugar_box
n4_scene0053,1,18,3,3,0,67.9,73.1,0,sugar_box,power_drill
n4_scene0053,1,17,1,1,0,74.9,74.9,1,sugar_box,sugar_box
n4_scene0053,17,18,5,3,2,18.6,364.8,0,sugar_box,power_drill
n4_scene0053,16,17,4,3,1,1.8,192.9,0,potted_meat_can,sugar_box
n4_scene0053,16,22,4,3,1,26.2,112.3,0,potted_meat_can,power_drill
n4_scene0053,5,16,2,1,1,28.0,46.2,0,sugar_box,potted_meat_can
n4_scene0053,12,16,1,0,1,7.0,7.0,0,sugar_box,potted_meat_can
n4_scene0053,2,12,1,0,1,10.0,10.0,1,sugar_box,sugar_box
n4_scene0053,1,3,3,0,3,14.8,15.8,1,sugar_box,sugar_box
n4_scene0053,1,12,1,1,0,60.5,60.5,1,sugar_box,sugar_box
n4_scene0053,11,18,1,0,1,12.3,12.3,1,power_drill,power_drill
n4_scene0053,11,17,1,1,0,103.2,103.2,0,power_drill,sugar_box
n4_scene0053,10,19,1,1,0,40.4,40.4,1,potted_meat_can,potted_meat_can
n4_scene0053,3,22,2,2,0,130.4,158.4,0,sugar_box,power_drill
n4_scene0053,3,18,1,1,0,133.2,133.2,0,sugar_box,power_drill
n4_scene0053,3,8,1,1,0,237.2,237.2,0,sugar_box,apple
n4_scene0053,15,18,3,0,3,1.1,5.2,1,power_drill,power_drill
n4_scene0053,8,18,3,2,1,31.7,52.1,0,apple,power_drill
n4_scene0053,2,16,1,0,1,32.0,32.0,0,sugar_box,potted_meat_can
n4_scene0053,2,17,1,0,1,12.2,12.2,1,sugar_box,sugar_box
n4_scene0053,11,22,1,0,1,3.4,3.4,1,power_drill,power_drill
n4_scene0053,13,16,1,0,1,23.7,23.7,1,potted_meat_can,potted_meat_can
n4_scene0053,6,18,1,0,1,1.3,1.3,1,power_drill,power_drill
n4_scene0054,8,11,6,0,6,2.8,12.8,1,master_chef_can,master_chef_can
n4_scene0054,11,12,1,0,1,8.8,8.8,1,master_chef_can,master_chef_can
n4_scene0055,6,10,1,1,0,88.1,88.1,0,peach,golf_ball
n4_scene0056,5,14,4,4,0,48.7,107.3,1,mustard_bottle,mustard_bottle
n4_scene0056,5,13,7,7,0,43.3,107.9,1,mustard_bottle,mustard_bottle
n4_scene0056,12,13,6,3,3,7.8,41.3,0,mug,mustard_bottle
n4_scene0056,8,14,10,8,2,3.1,142.6,0,scissors,mustard_bottle
n4_scene0056,13,14,6,2,4,0.8,30.6,1,mustard_bottle,mustard_bottle
n4_scene0056,5,8,2,2,0,142.3,186.5,0,mustard_bottle,scissors
n4_scene0056,7,13,2,2,0,62.3,155.8,1,mustard_bottle,mustard_bottle
n4_scene0056,5,7,2,1,1,3.2,64.8,1,mustard_bottle,mustard_bottle
n4_scene0056,7,14,1,0,1,3.8,3.8,1,mustard_bottle,mustard_bottle
n4_scene0056,3,14,1,0,1,15.3,15.3,1,mustard_bottle,mustard_bottle
n4_scene0056,7,12,1,0,1,25.3,25.3,0,mustard_bottle,mug
n4_scene0056,6,8,1,0,1,22.3,22.3,1,scissors,scissors
n4_scene0056,2,14,4,4,0,88.1,121.2,0,scissors,mustard_bottle
n4_scene0056,8,9,2,0,2,4.6,4.7,1,scissors,scissors
n4_scene0056,2,8,1,0,1,7.0,7.0,1,scissors,scissors
n4_scene0056,7,8,1,0,1,1.9,1.9,0,mustard_bottle,scissors
n4_scene0057,11,15,1,1,0,45.5,45.5,0,spoon,fork
n4_scene0057,10,15,1,0,1,8.5,8.5,0,spoon,fork
n4_scene0058,1,2,4,4,0,116.8,144.7,1,tomato_soup_can,tomato_soup_can
n4_scene0058,2,12,6,6,0,47.1,116.7,0,tomato_soup_can,padlock
n4_scene0058,5,10,2,0,2,7.6,13.3,1,tomato_soup_can,tomato_soup_can
n4_scene0058,1,10,2,1,1,5.6,72.0,1,tomato_soup_can,tomato_soup_can
n4_scene0058,8,12,4,0,4,1.9,27.3,1,padlock,padlock
n4_scene0058,10,12,1,1,0,224.5,224.5,0,tomato_soup_can,padlock
n4_scene0058,1,12,5,4,1,3.7,200.0,0,tomato_soup_can,padlock
n4_scene0058,3,5,2,2,0,138.1,142.9,0,sponge,tomato_soup_can
n4_scene0058,9,12,2,0,2,3.5,8.1,0,phillips_screwdriver,padlock
n4_scene0058,1,5,1,0,1,1.6,1.6,1,tomato_soup_can,tomato_soup_can
n4_scene0058,1,3,3,3,0,128.0,147.9,0,tomato_soup_can,sponge
n4_scene0058,2,9,1,0,1,8.5,8.5,0,tomato_soup_can,phillips_screwdriver
n4_scene0059,9,17,1,1,0,181.5,181.5,0,nine_hole_peg_test,bleach_cleanser
n4_scene0059,9,19,2,2,0,75.2,142.8,0,nine_hole_peg_test,bleach_cleanser
n4_scene0059,17,19,1,0,1,10.5,10.5,1,bleach_cleanser,bleach_cleanser
n4_scene0059,15,19,1,0,1,18.6,18.6,1,bleach_cleanser,bleach_cleanser
n4_scene0059,9,15,3,3,0,131.2,175.7,0,nine_hole_peg_test,bleach_cleanser
n4_scene0059,1,15,1,0,1,18.5,18.5,1,bleach_cleanser,bleach_cleanser
n4_scene0059,7,15,1,1,0,410.2,410.2,0,wood_block,bleach_cleanser
n4_scene0059,3,15,1,1,0,328.6,328.6,0,wood_block,bleach_cleanser
n4_scene0059,8,15,1,1,0,282.9,282.9,0,nine_hole_peg_test,bleach_cleanser
n4_scene0059,3,7,1,1,0,323.7,323.7,1,wood_block,wood_block
n4_scene0059,7,9,1,1,0,258.4,258.4,0,wood_block,nine_hole_peg_test
n4_scene0059,7,8,1,1,0,286.5,286.5,0,wood_block,nine_hole_peg_test
n4_scene0059,3,19,5,5,0,87.8,178.6,0,wood_block,bleach_cleanser
n4_scene0059,8,9,3,0,3,3.2,10.0,1,nine_hole_peg_test,nine_hole_peg_test
n4_scene0059,1,3,1,1,0,115.8,115.8,0,bleach_cleanser,wood_block
n4_scene0059,1,16,1,1,0,194.9,194.9,1,bleach_cleanser,bleach_cleanser
n4_scene0059,1,7,1,1,0,279.4,279.4,0,bleach_cleanser,wood_block
n4_scene0059,3,16,1,1,0,204.3,204.3,0,wood_block,bleach_cleanser
n4_scene0059,7,16,1,1,0,217.4,217.4,0,wood_block,bleach_cleanser
n4_scene0059,16,19,2,0,2,1.7,5.6,1,bleach_cleanser,bleach_cleanser
n4_scene0059,13,15,1,1,0,227.5,227.5,0,strawberry,bleach_cleanser
n4_scene0059,7,13,1,1,0,222.0,222.0,0,wood_block,strawberry
n4_scene0059,10,16,1,0,1,34.2,34.2,1,bleach_cleanser,bleach_cleanser
n4_scene0059,19,21,1,0,1,17.7,17.7,1,bleach_cleanser,bleach_cleanser
n4_scene0059,16,20,1,0,1,10.4,10.4,1,bleach_cleanser,bleach_cleanser
n4_scene0059,3,14,1,0,1,34.5,34.5,0,wood_block,bleach_cleanser
n4_scene0059,7,14,1,0,1,7.6,7.6,0,wood_block,bleach_cleanser
n4_scene0060,12,13,3,0,3,7.9,11.6,1,foam_brick,foam_brick
n4_scene0060,10,13,3,3,0,62.6,349.9,1,foam_brick,foam_brick
n4_scene0060,4,10,1,1,0,695.7,695.7,1,foam_brick,foam_brick
n4_scene0060,4,7,1,0,1,13.1,13.1,0,foam_brick,plate
n4_scene0060,7,13,1,0,1,12.8,12.8,0,plate,foam_brick
n4_scene0060,8,13,1,0,1,6.4,6.4,1,foam_brick,foam_brick
n4_scene0061,10,14,2,1,1,3.3,80.0,1,rubiks_cube,rubiks_cube
n4_scene0061,7,9,2,1,1,28.8,50.1,0,extra_large_clamp,mini_soccer_ball
n4_scene0061,9,15,1,1,0,143.9,143.9,0,mini_soccer_ball,cups
n4_scene0061,8,9,3,3,0,133.4,156.9,0,cups,mini_soccer_ball
n4_scene0061,7,12,3,0,3,3.8,4.4,1,extra_large_clamp,extra_large_clamp
n4_scene0061,8,14,3,1,2,16.6,21.5,0,cups,rubiks_cube
n4_scene0061,2,14,5,4,1,16.9,136.2,0,extra_large_clamp,rubiks_cube
n4_scene0061,3,14,1,1,0,156.5,156.5,1,rubiks_cube,rubiks_cube
n4_scene0061,7,14,4,1,3,1.2,7.5,0,extra_large_clamp,rubiks_cube
n4_scene0061,2,7,2,1,1,0.8,26.1,1,extra_large_clamp,extra_large_clamp
n4_scene0061,7,10,3,0,3,19.3,22.5,0,extra_large_clamp,rubiks_cube
n4_scene0061,2,8,1,0,1,2.3,2.3,0,extra_large_clamp,cups
n4_scene0061,3,7,1,0,1,23.4,23.4,0,rubiks_cube,extra_large_clamp
n4_scene0061,2,10,2,0,2,0.9,5.1,0,extra_large_clamp,rubiks_cube
n5_scene0001,5,16,1,1,0,357.4,357.4,0,master_chef_can,bleach_cleanser
n5_scene0001,12,16,3,0,3,4.3,16.2,1,bleach_cleanser,bleach_cleanser
n5_scene0001,10,11,7,0,7,7.9,11.5,1,master_chef_can,master_chef_can
n5_scene0001,11,14,3,1,2,36.3,37.2,1,master_chef_can,master_chef_can
n5_scene0001,10,16,3,1,2,19.6,32.2,0,master_chef_can,bleach_cleanser
n5_scene0001,16,17,8,4,4,5.2,36.2,1,bleach_cleanser,bleach_cleanser
n5_scene0001,4,11,2,2,0,188.9,200.9,0,bleach_cleanser,master_chef_can
n5_scene0001,11,12,2,2,0,177.2,181.7,0,master_chef_can,bleach_cleanser
n5_scene0001,11,16,1,1,0,187.2,187.2,0,master_chef_can,bleach_cleanser
n5_scene0001,4,10,1,1,0,162.6,162.6,0,bleach_cleanser,master_chef_can
n5_scene0001,4,14,2,1,1,0.7,81.8,0,bleach_cleanser,master_chef_can
n5_scene0001,4,16,4,4,0,212.3,374.7,1,bleach_cleanser,bleach_cleanser
n5_scene0001,10,12,1,1,0,146.8,146.8,0,master_chef_can,bleach_cleanser
n5_scene0001,12,14,4,2,2,2.8,83.3,0,bleach_cleanser,master_chef_can
n5_scene0001,10,14,1,1,0,184.7,184.7,1,master_chef_can,master_chef_can
n5_scene0001,16,18,1,1,0,198.7,198.7,0,bleach_cleanser,master_chef_can
n5_scene0001,4,5,2,2,0,195.7,234.5,0,bleach_cleanser,master_chef_can
n5_scene0001,5,12,1,1,0,167.5,167.5,0,master_chef_can,bleach_cleanser
n5_scene0001,5,15,2,1,1,7.2,77.3,1,master_chef_can,master_chef_can
n5_scene0001,4,15,2,0,2,9.2,21.6,0,bleach_cleanser,master_chef_can
n5_scene0001,10,15,2,2,0,136.5,159.9,1,master_chef_can,master_chef_can
n5_scene0001,8,9,3,0,3,1.7,4.4,1,scissors,scissors
n5_scene0001,9,15,2,0,2,6.7,7.9,0,scissors,master_chef_can
n5_scene0001,14,19,1,1,0,102.2,102.2,0,master_chef_can,bleach_cleanser
n5_scene0001,11,21,1,0,1,1.0,1.0,1,master_chef_can,master_chef_can
n5_scene0001,9,16,3,1,2,1.0,1.4,0,scissors,bleach_cleanser
n5_scene0001,12,17,3,2,1,1.8,40.8,1,bleach_cleanser,bleach_cleanser
n5_scene0001,4,17,2,1,1,35.2,427.2,1,bleach_cleanser,bleach_cleanser
n5_scene0001,5,17,1,1,0,369.5,369.5,0,master_chef_can,bleach_cleanser
n5_scene0001,4,8,1,0,1,1.8,1.8,0,bleach_cleanser,scissors
n5_scene0001,4,9,1,0,1,5.6,5.6,0,bleach_cleanser,scissors
n5_scene0001,8,17,1,0,1,25.7,25.7,0,scissors,bleach_cleanser
n5_scene0001,9,17,2,1,1,19.2,75.8,0,scissors,bleach_cleanser
n5_scene0001,5,10,2,2,0,57.5,144.1,1,master_chef_can,master_chef_can
n5_scene0001,10,17,2,1,1,8.2,46.3,0,master_chef_can,bleach_cleanser
n5_scene0001,5,9,1,1,0,330.3,330.3,0,master_chef_can,scissors
n5_scene0001,5,13,1,1,0,189.9,189.9,0,master_chef_can,plum
n5_scene0001,5,8,1,0,1,28.3,28.3,0,master_chef_can,scissors
n5_scene0001,4,12,1,0,1,0.8,0.8,1,bleach_cleanser,bleach_cleanser
n5_scene0001,14,17,1,0,1,27.1,27.1,0,master_chef_can,bleach_cleanser
n5_scene0002,8,18,10,6,4,6.2,42.9,0,power_drill,rubiks_cube
n5_scene0002,5,9,1,1,0,223.8,223.8,0,cups,rubiks_cube
n5_scene0002,9,15,1,1,0,43.5,43.5,0,rubiks_cube,power_drill
n5_scene0002,9,18,2,1,1,33.7,129.8,1,rubiks_cube,rubiks_cube
n5_scene0002,5,15,5,3,2,6.3,74.1,0,cups,power_drill
n5_scene0002,5,12,5,1,4,22.5,31.8,0,cups,mug
n5_scene0002,5,18,3,2,1,23.7,173.7,0,cups,rubiks_cube
n5_scene0002,15,18,11,5,6,24.3,38.2,0,power_drill,rubiks_cube
n5_scene0002,18,19,1,0,1,6.9,6.9,1,rubiks_cube,rubiks_cube
n5_scene0002,13,18,3,0,3,11.8,16.2,1,rubiks_cube,rubiks_cube
n5_scene0002,11,12,1,0,1,25.6,25.6,0,cups,mug
n5_scene0002,5,8,1,1,0,158.7,158.7,0,cups,power_drill
n5_scene0002,8,11,1,1,0,137.1,137.1,0,power_drill,cups
n5_scene0002,11,15,1,1,0,136.0,136.0,0,cups,power_drill
n5_scene0002,11,18,8,1,7,0.8,7.6,0,cups,rubiks_cube
n5_scene0002,8,12,1,1,0,162.6,162.6,0,power_drill,mug
n5_scene0002,12,15,4,1,3,3.9,28.1,0,mug,power_drill
n5_scene0002,8,15,4,2,2,29.8,55.8,1,power_drill,power_drill
n5_scene0002,15,19,1,0,1,16.3,16.3,0,power_drill,rubiks_cube
n5_scene0002,4,19,1,0,1,0.2,0.2,1,rubiks_cube,rubiks_cube
n5_scene0002,4,18,4,2,2,17.2,59.9,1,rubiks_cube,rubiks_cube
n5_scene0002,12,18,7,2,5,3.7,23.1,0,mug,rubiks_cube
n5_scene0002,4,15,2,1,1,9.5,41.8,0,rubiks_cube,power_drill
n5_scene0002,13,15,1,0,1,19.1,19.1,0,rubiks_cube,power_drill
n5_scene0002,15,17,4,0,4,19.5,23.3,1,power_drill,power_drill
n5_scene0002,4,12,2,0,2,3.1,6.3,0,rubiks_cube,mug
n5_scene0002,4,13,1,0,1,23.5,23.5,1,rubiks_cube,rubiks_cube
n5_scene0002,6,15,1,0,1,8.8,8.8,0,rubiks_cube,power_drill
n5_scene0002,6,18,1,0,1,23.1,23.1,1,rubiks_cube,rubiks_cube
n5_scene0002,6,13,1,0,1,19.8,19.8,1,rubiks_cube,rubiks_cube
n5_scene0002,17,18,1,0,1,12.4,12.4,0,power_drill,rubiks_cube
n5_scene0003,4,17,5,1,4,3.8,16.0,0,cups,plate
n5_scene0003,17,18,1,0,1,21.7,21.7,0,plate,cups
n5_scene0003,3,18,4,4,0,96.6,178.8,0,cups,cups
n5_scene0003,18,19,6,2,4,23.7,34.9,0,cups,cups
n5_scene0003,4,18,2,1,1,8.0,246.3,1,cups,cups
n5_scene0003,16,18,2,0,2,1.3,15.1,1,cups,cups
n5_scene0003,7,9,3,0,3,3.8,4.7,1,cracker_box,cracker_box
n5_scene0003,3,15,1,1,0,208.3,208.3,0,cups,foam_brick
n5_scene0003,15,19,2,2,0,80.5,132.0,0,foam_brick,cups
n5_scene0003,5,17,1,0,1,4.0,4.0,0,cracker_box,plate
n5_scene0003,16,17,4,0,4,4.3,13.4,0,cups,plate
n5_scene0003,7,10,2,2,0,137.2,137.4,1,cracker_box,cracker_box
n5_scene0003,2,18,1,0,1,0.8,0.8,1,cups,cups
n5_scene0003,2,16,1,1,0,45.5,45.5,1,cups,cups
n5_scene0003,9,16,1,1,0,153.9,153.9,0,cracker_box,cups
n5_scene0003,8,9,1,1,0,53.0,53.0,1,cracker_box,cracker_box
n5_scene0003,9,18,1,1,0,324.5,324.5,0,cracker_box,cups
n5_scene0003,9,15,1,1,0,256.2,256.2,0,cracker_box,foam_brick
n5_scene0003,3,9,1,1,0,44.0,44.0,0,cups,cracker_box
n5_scene0003,11,13,1,1,0,67.3,67.3,1,cracker_box,cracker_box
n5_scene0003,12,13,1,0,1,15.1,15.1,1,cracker_box,cracker_box
n5_scene0004,8,13,1,1,0,227.8,227.8,0,banana,large_clamp
n5_scene0004,4,16,8,2,6,0.9,24.4,1,nine_hole_peg_test,nine_hole_peg_test
n5_scene0004,2,7,1,1,0,115.8,115.8,0,banana,nine_hole_peg_test
n5_scene0004,4,9,5,0,5,3.9,9.3,1,nine_hole_peg_test,nine_hole_peg_test
n5_scene0004,9,16,5,1,4,3.5,10.4,1,nine_hole_peg_test,nine_hole_peg_test
n5_scene0004,1,13,1,1,0,143.4,143.4,0,softball,large_clamp
n5_scene0004,15,16,1,0,1,4.0,4.0,0,golf_ball,nine_hole_peg_test
n5_scene0004,2,16,1,0,1,25.1,25.1,0,banana,nine_hole_peg_test
n5_scene0004,2,9,1,1,0,82.2,82.2,0,banana,nine_hole_peg_test
n5_scene0004,4,5,1,0,1,27.9,27.9,1,nine_hole_peg_test,nine_hole_peg_test
n5_scene0004,13,16,2,1,1,3.0,233.3,0,large_clamp,nine_hole_peg_test
n5_scene0004,5,16,2,1,1,8.2,27.8,1,nine_hole_peg_test,nine_hole_peg_test
n5_scene0004,11,16,1,0,1,32.7,32.7,1,nine_hole_peg_test,nine_hole_peg_test
n5_scene0004,5,9,1,1,0,122.9,122.9,1,nine_hole_peg_test,nine_hole_peg_test
n5_scene0005,13,14,5,5,0,105.2,164.7,0,mustard_bottle,cups
n5_scene0005,3,13,2,2,0,181.6,182.2,1,mustard_bottle,mustard_bottle
n5_scene0005,2,14,2,2,0,56.7,250.4,1,cups,cups
n5_scene0005,3,14,2,2,0,153.0,188.5,0,mustard_bottle,cups
n5_scene0005,4,7,2,1,1,4.7,29.6,1,sponge,sponge
n5_scene0005,7,12,5,0,5,0.8,1.5,0,sponge,mustard_bottle
n5_scene0005,4,13,3,3,0,100.4,263.2,0,sponge,mustard_bottle
n5_scene0005,12,13,2,2,0,184.3,190.9,1,mustard_bottle,mustard_bottle
n5_scene0005,2,13,3,3,0,105.5,135.8,0,cups,mustard_bottle
n5_scene0005,4,12,2,2,0,55.1,123.9,0,sponge,mustard_bottle
n5_scene0005,2,12,2,2,0,50.9,211.8,0,cups,mustard_bottle
n5_scene0005,11,12,1,0,1,2.8,2.8,1,mustard_bottle,mustard_bottle
n5_scene0005,2,4,1,1,0,412.6,412.6,0,cups,sponge
n5_scene0005,4,14,1,1,0,186.0,186.0,0,sponge,cups
n5_scene0005,9,13,1,1,0,117.4,117.4,1,mustard_bottle,mustard_bottle
n5_scene0005,2,7,1,0,1,1.3,1.3,0,cups,sponge
n5_scene0006,13,16,2,2,0,41.8,129.8,0,mini_soccer_ball,extra_large_clamp
n5_scene0006,1,4,4,0,4,10.2,15.3,1,sugar_box,sugar_box
n5_scene0006,10,16,1,1,0,223.0,223.0,0,sugar_box,extra_large_clamp
n5_scene0006,13,14,3,0,3,0.7,0.9,0,mini_soccer_ball,extra_large_clamp
n5_scene0006,14,15,3,3,0,325.6,408.7,0,extra_large_clamp,mini_soccer_ball
n5_scene0006,15,16,1,0,1,2.3,2.3,0,mini_soccer_ball,extra_large_clamp
n5_scene0007,6,11,4,4,0,154.7,193.7,0,cups,padlock
n5_scene0007,9,11,7,3,4,10.5,20.2,0,large_marker,padlock
n5_scene0007,11,12,4,0,4,17.1,30.1,0,padlock,cups
n5_scene0007,9,13,12,6,6,4.7,51.1,0,large_marker,spoon
n5_scene0007,8,9,2,1,1,15.1,56.1,0,padlock,large_marker
n5_scene0007,4,13,1,0,1,10.8,10.8,1,spoon,spoon
n5_scene0007,4,9,1,1,0,56.2,56.2,0,spoon,large_marker
n5_scene0008,11,15,2,0,2,3.5,11.7,0,cups,pitcher_base
n5_scene0008,12,15,9,6,3,5.4,69.2,0,tuna_fish_can,pitcher_base
n5_scene0008,12,18,1,1,0,280.6,280.6,0,tuna_fish_can,pitcher_base
n5_scene0008,10,15,4,3,1,35.8,122.5,0,medium_clamp,pitcher_base
n5_scene0008,15,17,6,3,3,2.0,32.5,1,pitcher_base,pitcher_base
n5_scene0008,12,17,6,5,1,3.2,68.5,0,tuna_fish_can,pitcher_base
n5_scene0008,11,17,1,0,1,24.1,24.1,0,cups,pitcher_base
n5_scene0008,2,12,1,0,1,30.2,30.2,0,gelatin_box,tuna_fish_can
n5_scene0008,9,12,3,0,3,2.8,16.2,1,tuna_fish_can,tuna_fish_can
n5_scene0008,10,17,3,3,0,186.5,196.0,0,medium_clamp,pitcher_base
n5_scene0008,10,12,1,1,0,56.2,56.2,0,medium_clamp,tuna_fish_can
n5_scene0010,8,9,1,1,0,84.1,84.1,0,knife,orange
n5_scene0010,7,11,3,3,0,175.4,195.6,0,flat_screwdriver,bowl
n5_scene0010,8,11,1,0,1,17.5,17.5,0,knife,bowl
n5_scene0010,7,8,12,2,10,5.5,10.9,0,flat_screwdriver,knife
n5_scene0010,4,11,4,3,1,24.4,117.3,1,bowl,bowl
n5_scene0010,9,11,8,4,4,2.1,53.3,0,orange,bowl
n5_scene0010,4,12,1,1,0,248.9,248.9,1,bowl,bowl
n5_scene0010,7,12,2,2,0,195.3,562.2,0,flat_screwdriver,bowl
n5_scene0010,11,12,1,1,0,255.2,255.2,1,bowl,bowl
n5_scene0010,10,11,2,2,0,40.3,55.1,1,bowl,bowl
n5_scene0010,10,12,1,1,0,326.8,326.8,1,bowl,bowl
n5_scene0010,2,7,2,0,2,2.8,3.8,0,fork,flat_screwdriver
n5_scene0010,2,8,1,0,1,5.8,5.8,0,fork,knife
n5_scene0011,3,12,3,0,3,7.1,7.8,0,phillips_screwdriver,wood_block
n5_scene0011,12,18,5,5,0,62.7,93.6,1,wood_block,wood_block
n5_scene0011,8,15,2,0,2,10.5,18.3,1,cups,cups
n5_scene0011,12,15,2,0,2,0.4,6.1,0,wood_block,cups
n5_scene0011,12,17,5,1,4,3.8,27.6,1,wood_block,wood_block
n5_scene0011,4,12,1,1,0,90.8,90.8,1,wood_block,wood_block
n5_scene0011,8,12,1,0,1,4.0,4.0,0,cups,wood_block
n5_scene0012,14,17,2,1,1,0.3,79.0,1,tomato_soup_can,tomato_soup_can
n5_scene0012,3,11,8,7,1,10.8,344.6,0,cups,potted_meat_can
n5_scene0012,3,15,2,1,1,5.7,54.6,0,cups,apple
n5_scene0012,7,15,1,1,0,103.6,103.6,0,cups,apple
n5_scene0012,3,14,8,6,2,12.7,72.0,0,cups,tomato_soup_can
n5_scene0012,11,14,11,6,5,8.3,56.4,0,potted_meat_can,tomato_soup_can
n5_scene0012,9,11,2,1,1,26.0,35.5,1,potted_meat_can,potted_meat_can
n5_scene0012,5,11,1,1,0,269.0,269.0,0,tomato_soup_can,potted_meat_can
n5_scene0012,5,9,1,0,1,15.5,15.5,0,tomato_soup_can,potted_meat_can
n5_scene0012,3,7,2,1,1,2.0,27.0,1,cups,cups
n5_scene0012,11,15,1,0,1,2.9,2.9,0,potted_meat_can,apple
n5_scene0012,7,11,1,0,1,5.8,5.8,0,cups,potted_meat_can
n5_scene0012,9,14,2,0,2,17.1,25.6,0,potted_meat_can,tomato_soup_can
n5_scene0012,9,16,1,0,1,4.1,4.1,1,potted_meat_can,potted_meat_can
n5_scene0012,9,13,1,0,1,6.9,6.9,1,potted_meat_can,potted_meat_can
n5_scene0013,12,16,9,9,0,106.9,286.0,0,mustard_bottle,foam_brick
n5_scene0013,7,12,2,2,0,52.1,492.4,0,foam_brick,mustard_bottle
n5_scene0013,16,17,1,0,1,7.6,7.6,1,foam_brick,foam_brick
n5_scene0013,12,17,1,1,0,932.7,932.7,0,mustard_bottle,foam_brick
n5_scene0013,12,13,7,7,0,121.9,239.7,1,mustard_bottle,mustard_bottle
n5_scene0013,8,16,1,1,0,53.2,53.2,1,foam_brick,foam_brick
n5_scene0013,8,12,1,1,0,144.2,144.2,0,foam_brick,mustard_bottle
n5_scene0013,13,16,1,1,0,293.1,293.1,0,mustard_bottle,foam_brick
n5_scene0013,13,14,1,0,1,18.9,18.9,0,mustard_bottle,cups
n5_scene0013,12,14,1,1,0,210.4,210.4,0,mustard_bottle,cups
n5_scene0014,2,18,12,10,2,17.7,137.4,1,master_chef_can,master_chef_can
n5_scene0014,2,19,1,1,0,200.5,200.5,0,master_chef_can,cups
n5_scene0014,12,18,6,6,0,62.4,93.3,0,bleach_cleanser,master_chef_can
n5_scene0014,16,18,1,0,1,32.6,32.6,1,master_chef_can,master_chef_can
n5_scene0014,11,18,4,4,0,97.6,152.7,0,bleach_cleanser,master_chef_can
n5_scene0014,13,18,1,1,0,362.9,362.9,1,master_chef_can,master_chef_can
n5_scene0014,16,19,1,1,0,176.5,176.5,0,master_chef_can,cups
n5_scene0014,13,16,1,1,0,177.0,177.0,1,master_chef_can,master_chef_can
n5_scene0014,18,21,4,2,2,2.8,470.9,0,master_chef_can,cups
n5_scene0014,1,12,1,1,0,116.6,116.6,0,cups,bleach_cleanser
n5_scene0014,12,19,1,1,0,251.8,251.8,0,bleach_cleanser,cups
n5_scene0014,1,18,2,0,2,5.0,12.9,0,cups,master_chef_can
n5_scene0014,1,2,1,1,0,460.4,460.4,0,cups,master_chef_can
n5_scene0014,1,15,1,1,0,280.9,280.9,0,cups,bleach_cleanser
n5_scene0014,2,15,2,2,0,111.1,156.0,0,master_chef_can,bleach_cleanser
n5_scene0014,12,21,2,2,0,222.2,223.0,0,bleach_cleanser,cups
n5_scene0014,12,15,1,0,1,8.6,8.6,1,bleach_cleanser,bleach_cleanser
